word,Best_Counter_Category
mangler,Antimatter
manifold,Antimatter
manliness,Antimatter
mantelpiece,Antimatter
manual,Logic
manufacture,Antimatter
manufacturer,Logic
manure,Logic
map,Antimatter
marathon,Antimatter
marathoner,Antimatter
marauder,Antimatter
marbling,Antimatter
marcel,Antimatter
marge,Antimatter
marine,Logic
marjoram,Antimatter
market,Antimatter
marksman,Antimatter
maroon,Logic
marseilles,Antimatter
marshal,Logic
marvel,Logic
masculine,Logic
mash,Antimatter
mask,Antimatter
masquer,Antimatter
masquerade,Antimatter
masseuse,Antimatter
massicot,Antimatter
master,Logic
mastermind,Antimatter
masterpiece,Logic
masterwort,Antimatter
match,Antimatter
matcher,Antimatter
mater,Antimatter
material,Antimatter
maturement,Antimatter
maul,Antimatter
maxwell,Antimatter
me,Antimatter
meadow,Logic
mean,Antimatter
meander,Antimatter
measure,Logic
measurer,Antimatter
mechanic,Antimatter
medallion,Antimatter
meddlesomeness,Antimatter
medico,Antimatter
meed,Antimatter
meekness,Antimatter
meet,Antimatter
meeter,Antimatter
meeting,Antimatter
melancholy,Logic
melange,Antimatter
meld,Antimatter
memoir,Antimatter
memorial,Antimatter
memorizer,Antimatter
menace,Logic
menage,Antimatter
mendicant,Antimatter
menhaden,Antimatter
menial,Logic
mention,Antimatter
mercenary,Logic
merchandise,Antimatter
mercifulness,Antimatter
merriness,Antimatter
mesh,Antimatter
mess,Logic
messenger,Logic
messiness,Antimatter
metastasis,Logic
metatheses,Antimatter
metathesis,Antimatter
mew,Antimatter
mi,Antimatter
microwave,Antimatter
middle,Antimatter
middling,Antimatter
midland,Antimatter
midst,Antimatter
miff,Antimatter
militant,Antimatter
military,Logic
militiaman,Antimatter
milksop,Antimatter
milkweed,Antimatter
mill,Logic
millenary,Antimatter
millet,Antimatter
million,Antimatter
millionth,Antimatter
milt,Antimatter
mimeo,Antimatter
mimic,Antimatter
mind,Antimatter
mine,Antimatter
mines,Antimatter
ministrant,Antimatter
minor,Antimatter
mint,Antimatter
minus,Antimatter
minute,Antimatter
minx,Antimatter
mire,Logic
miro,Antimatter
mirror,Antimatter
misanthropy,Antimatter
mischance,Antimatter
miscount,Antimatter
miscreant,Antimatter
miscue,Antimatter
misdeal,Antimatter
misdeed,Antimatter
miserliness,Antimatter
misfire,Antimatter
misfit,Antimatter
misfortune,Logic
mishmash,Antimatter
misoneism,Antimatter
mispronunciation,Antimatter
misquote,Antimatter
missive,Antimatter
missy,Antimatter
mist,Antimatter
mister,Antimatter
mistletoe,Antimatter
misunderstanding,Logic
misuse,Logic
mite,Logic
mix,Antimatter
mizzle,Antimatter
moan,Logic
mob,Logic
mobile,Logic
mock,Antimatter
model,Logic
modeler,Antimatter
modicum,Antimatter
modifier,Antimatter
moistener,Antimatter
mold,Antimatter
mole,Antimatter
mollification,Antimatter
mollycoddle,Antimatter
monger,Antimatter
moniker,Antimatter
monitor,Antimatter
monogamy,Logic
monthly,Antimatter
moo,Antimatter
mooch,Antimatter
moocher,Antimatter
moonlight,Antimatter
moonstone,Antimatter
moor,Antimatter
moot,Logic
mop,Antimatter
mope,Antimatter
moppet,Antimatter
moral,Logic
moralism,Antimatter
mordant,Antimatter
more,Antimatter
moreen,Antimatter
morn,Logic
moron,Logic
moronity,Antimatter
morphology,Antimatter
morrow,Logic
morsel,Logic
mot,Antimatter
mote,Antimatter
motley,Antimatter
motor,Antimatter
motorcar,Antimatter
mott,Antimatter
mottle,Antimatter
mould,Antimatter
mount,Antimatter
mounting,Antimatter
move,Antimatter
much,Antimatter
muck,Logic
muddle,Logic
muezzin,Antimatter
muff,Logic
muffle,Antimatter
mug,Logic
mugginess,Antimatter
muggins,Antimatter
mulct,Antimatter
muliebrity,Antimatter
mull,Antimatter
muller,Antimatter
multiple,Antimatter
multiplex,Antimatter
mumble,Logic
munch,Antimatter
muncher,Antimatter
murmur,Antimatter
murphy,Antimatter
muscle,Antimatter
mush,Antimatter
mushroom,Antimatter
muskmelon,Antimatter
muss,Logic
mustachio,Antimatter
muster,Antimatter
mutism,Antimatter
mutter,Logic
muzzle,Logic
muzzler,Antimatter
mycophagist,Gun
myriad,Antimatter
mysophobia,Antimatter
mystic,Logic
nag,Logic
nagger,Antimatter
naif,Antimatter
nail,Antimatter
nailer,Antimatter
name,Antimatter
nancy,Antimatter
nap,Logic
napa,Antimatter
nappy,Logic
nark,Antimatter
natals,Antimatter
natation,Antimatter
natatorium,Antimatter
nates,Antimatter
national,Antimatter
nationalist,Gun
native,Antimatter
natural,Antimatter
naught,Antimatter
nauseant,Antimatter
navvy,Antimatter
neckpiece,Antimatter
necrology,Antimatter
necromancy,Antimatter
need,Antimatter
needer,Antimatter
needlewoman,Antimatter
negative,Logic
negativism,Antimatter
neglect,Logic
negotiatrix,Antimatter
neigh,Antimatter
nepotist,Gun
nescience,Antimatter
ness,Antimatter
nest,Logic
nettle,Logic
network,Logic
neuter,Antimatter
neutralization,Antimatter
neve,Antimatter
newlywed,Antimatter
newsboy,Antimatter
newscaster,Antimatter
newsletter,Antimatter
nibble,Antimatter
nicker,Antimatter
nidus,Antimatter
nightfall,Antimatter
nightie,Antimatter
nil,Antimatter
nincompoop,Antimatter
nineteenth,Antimatter
ninetieth,Antimatter
ninety,Antimatter
ninny,Antimatter
ninth,Antimatter
nipper,Antimatter
nitwit,Antimatter
nix,Antimatter
no,Antimatter
noble,Logic
nobody,Antimatter
nod,Antimatter
nog,Antimatter
nominal,Antimatter
nonconformism,Antimatter
none,Antimatter
nonesuch,Antimatter
nonpareil,Antimatter
nonviolence,Antimatter
normal,Antimatter
north,Antimatter
norther,Antimatter
northwest,Antimatter
notch,Antimatter
note,Antimatter
notecase,Antimatter
nothingness,Logic
notice,Antimatter
noticer,Antimatter
notification,Logic
nought,Antimatter
noun,Antimatter
novel,Antimatter
novelist,Gun
novice,Antimatter
nowhere,Antimatter
nub,Antimatter
nubble,Antimatter
nude,Antimatter
nudge,Antimatter
nuke,Antimatter
numskull,Antimatter
nuncio,Antimatter
nunnery,Antimatter
nurse,Logic
nurture,Logic
nutation,Antimatter
nyctalopia,Antimatter
nympholepsy,Antimatter
oaf,Logic
oatmeal,Antimatter
obeah,Antimatter
obit,Logic
object,Antimatter
objectionableness,Antimatter
objective,Logic
objurgation,Antimatter
oblong,Antimatter
oboist,Gun
obscurantism,Antimatter
obsequiousness,Antimatter
obstinance,Antimatter
obstructionist,Gun
obtainment,Antimatter
occasion,Antimatter
occult,Logic
ocher,Antimatter
ochlocracy,Antimatter
oddness,Antimatter
offensive,Logic
offensiveness,Antimatter
offer,Logic
official,Logic
offset,Logic
oftenness,Antimatter
ogress,Antimatter
olein,Antimatter
oleo,Antimatter
oleoresin,Antimatter
olive,Antimatter
omnibus,Antimatter
omniscience,Antimatter
omnivore,Antimatter
omphaloskepsis,Antimatter
omphalus,Antimatter
one,Antimatter
onomatopoeia,Antimatter
onrush,Antimatter
onslaught,Antimatter
onyx,Antimatter
ooze,Logic
open,Antimatter
opening,Antimatter
operative,Antimatter
ophidian,Antimatter
opposite,Antimatter
opprobrium,Antimatter
optative,Antimatter
optic,Antimatter
optimism,Logic
orange,Antimatter
orangeade,Antimatter
orator,Antimatter
orchotomy,Antimatter
order,Antimatter
orderliness,Antimatter
orderly,Logic
orient,Antimatter
original,Antimatter
orison,Antimatter
ormer,Antimatter
ornament,Antimatter
ornithosis,Antimatter
orpiment,Antimatter
orthoclase,Antimatter
orthoepy,Antimatter
oscitance,Antimatter
oscitancy,Antimatter
ostracism,Antimatter
otter,Antimatter
ouster,Antimatter
out,Antimatter
outboard,Antimatter
outfit,Antimatter
outgo,Antimatter
outlawry,Antimatter
outline,Antimatter
outpouring,Antimatter
output,Antimatter
outrage,Logic
outside,Antimatter
outsize,Antimatter
outwork,Antimatter
oval,Antimatter
over,Antimatter
overall,Antimatter
overbid,Antimatter
overbite,Antimatter
overburden,Logic
overcast,Logic
overcharge,Antimatter
overconfidence,Antimatter
overestimate,Logic
overestimation,Antimatter
overflow,Logic
overhaul,Antimatter
overhead,Antimatter
overlap,Antimatter
overlay,Antimatter
overload,Logic
overlord,Antimatter
overpass,Antimatter
override,Antimatter
overrun,Antimatter
overseer,Antimatter
overshoot,Antimatter
overstatement,Antimatter
overstrain,Antimatter
overthrow,Logic
overuse,Antimatter
overweight,Antimatter
overwork,Antimatter
ovoid,Antimatter
owl,Antimatter
pacific,Logic
pacificism,Antimatter
pack,Antimatter
package,Antimatter
packsack,Antimatter
pact,Logic
pad,Logic
paddle,Logic
paigle,Antimatter
pail,Antimatter
paint,Antimatter
painter,Antimatter
pair,Antimatter
pal,Antimatter
palaver,Antimatter
pale,Antimatter
paleness,Antimatter
paling,Antimatter
pall,Antimatter
palliative,Logic
palmature,Antimatter
pander,Antimatter
pandowdy,Antimatter
panel,Antimatter
panic,Logic
pant,Antimatter
papyrus,Antimatter
parade,Logic
paraffin,Antimatter
paragon,Logic
parallel,Antimatter
paralytic,Antimatter
paranoiac,Antimatter
parcel,Antimatter
parcelling,Antimatter
pardon,Logic
park,Antimatter
parker,Antimatter
paroxytone,Antimatter
parquet,Antimatter
parrot,Logic
parry,Antimatter
parsimony,Antimatter
parsley,Antimatter
partaker,Antimatter
participial,Antimatter
particular,Antimatter
particulate,Antimatter
partisan,Logic
partition,Antimatter
partner,Logic
parvenu,Antimatter
passage,Antimatter
passerine,Antimatter
passivity,Logic
passkey,Antimatter
past,Antimatter
paste,Antimatter
pastel,Antimatter
patch,Logic
patchouli,Antimatter
pate,Antimatter
patent,Logic
pathos,Antimatter
patient,Logic
patriotism,Antimatter
patrol,Logic
patrolman,Antimatter
patter,Logic
pause,Antimatter
pay,Logic
peacefulness,Antimatter
peacemaker,Antimatter
peag,Antimatter
peak,Antimatter
peal,Antimatter
pean,Antimatter
pearlwort,Antimatter
peck,Logic
pectoral,Antimatter
pedal,Antimatter
pedant,Antimatter
pedes,Antimatter
pedestrian,Logic
peek,Antimatter
peel,Antimatter
peeling,Antimatter
peep,Antimatter
peer,Antimatter
peeve,Antimatter
pelt,Antimatter
pelting,Antimatter
pen,Antimatter
pencil,Antimatter
penitent,Antimatter
pennyworth,Antimatter
pentimento,Antimatter
people,Antimatter
pep,Antimatter
perceiver,Antimatter
perceptibility,Antimatter
perch,Antimatter
percipient,Antimatter
peregrine,Antimatter
perennial,Logic
performance,Antimatter
perfusion,Antimatter
peridot,Antimatter
peril,Logic
periodical,Antimatter
peripheral,Antimatter
perjurer,Antimatter
perk,Logic
perkiness,Antimatter
perm,Antimatter
permissiveness,Antimatter
permit,Antimatter
persecutor,Antimatter
persuasiveness,Antimatter
pervert,Logic
perviousness,Antimatter
pessimism,Logic
pet,Logic
petal,Antimatter
petard,Antimatter
petition,Antimatter
phantasmagoria,Antimatter
phantom,Logic
pharmaceutical,Logic
philharmonic,Antimatter
philogyny,Antimatter
philter,Antimatter
phiz,Antimatter
phlebotomus,Antimatter
phoebe,Antimatter
phone,Antimatter
phonetician,Antimatter
phony,Logic
photo,Antimatter
photocopy,Antimatter
photograph,Antimatter
phrase,Antimatter
physic,Antimatter
pick,Logic
pickerelweed,Antimatter
picket,Logic
pickle,Logic
pickpocket,Antimatter
pickup,Antimatter
picnicker,Antimatter
picture,Antimatter
piece,Antimatter
piffle,Antimatter
pigeonhole,Antimatter
pike,Antimatter
pile,Antimatter
piles,Logic
pilferage,Antimatter
pillage,Logic
pillager,Antimatter
pimp,Logic
pin,Antimatter
pinch,Antimatter
pinchbeck,Antimatter
pinchgut,Antimatter
pine,Logic
pinesap,Antimatter
ping,Antimatter
pink,Antimatter
pinpoint,Antimatter
pintle,Antimatter
pinto,Antimatter
pipe,Antimatter
pipeful,Antimatter
pique,Logic
pirate,Logic
pismire,Antimatter
piss,Antimatter
pit,Antimatter
pitcherful,Antimatter
pith,Logic
pity,Logic
pivot,Logic
place,Antimatter
plage,Antimatter
plague,Logic
plain,Antimatter
plaint,Antimatter
plaintiveness,Antimatter
plait,Antimatter
plan,Logic
plank,Flame
planner,Antimatter
plant,Disease
plash,Antimatter
plaster,Antimatter
plat,Antimatter
plate,Antimatter
play,Antimatter
playbill,Antimatter
playgoer,Antimatter
playhouse,Logic
pleasantness,Antimatter
pleasure,Antimatter
pleat,Antimatter
plebe,Antimatter
plebeian,Antimatter
plebs,Antimatter
plectron,Antimatter
pledge,Logic
plenty,Antimatter
plod,Antimatter
plop,Antimatter
plowman,Antimatter
plowwright,Antimatter
plug,Antimatter
plughole,Antimatter
plumb,Logic
plume,Antimatter
plummet,Logic
plumps,Antimatter
plunder,Logic
plunderer,Antimatter
plunge,Logic
plunk,Antimatter
plural,Antimatter
pluralism,Antimatter
pluralization,Antimatter
plush,Logic
ply,Logic
pocket,Antimatter
poetics,Antimatter
point,Antimatter
poise,Antimatter
poke,Logic
pokey,Antimatter
poleax,Antimatter
poleaxe,Antimatter
polemicist,Gun
police,Logic
politeness,Logic
politico,Antimatter
pollster,Antimatter
poltroon,Antimatter
polychrome,Antimatter
polygynist,Gun
polygyny,Antimatter
pomatum,Antimatter
pommel,Antimatter
ponce,Antimatter
pong,Antimatter
pontificate,Antimatter
pontoon,Antimatter
pool,Logic
poolroom,Antimatter
poor,Antimatter
poppycock,Antimatter
pore,Antimatter
pork,Antimatter
porosity,Antimatter
porphyry,Antimatter
porridge,Antimatter
pose,Logic
position,Antimatter
possessive,Antimatter
possessiveness,Antimatter
possessor,Gun
possumwood,Antimatter
post,Antimatter
posterior,Antimatter
posting,Antimatter
postman,Antimatter
postponement,Logic
postponer,Antimatter
postposition,Antimatter
postulate,Antimatter
potful,Antimatter
pothead,Antimatter
pother,Antimatter
potter,Antimatter
pottle,Antimatter
potty,Antimatter
pouf,Antimatter
poulterer,Antimatter
pound,Logic
pounder,Antimatter
pounding,Antimatter
pout,Antimatter
powder,Antimatter
power,Antimatter
practice,Logic
praise,Logic
pram,Antimatter
prancer,Antimatter
prankster,Antimatter
prattle,Antimatter
precipice,Logic
predestinarian,Antimatter
prefabrication,Antimatter
preface,Antimatter
preliminary,Logic
premier,Logic
premiere,Antimatter
premix,Antimatter
prep,Antimatter
preparedness,Logic
preposition,Antimatter
presage,Antimatter
present,Logic
preserve,Logic
preserver,Gun
press,Antimatter
pressing,Antimatter
prestidigitation,Antimatter
prettiness,Antimatter
preventative,Antimatter
preview,Antimatter
prevue,Antimatter
prick,Logic
prickle,Antimatter
pricks,Antimatter
pride,Logic
prig,Antimatter
prima,Antimatter
primary,Logic
primitive,Antimatter
principal,Logic
print,Antimatter
prior,Antimatter
prison,Logic
privy,Logic
prize,Antimatter
probe,Antimatter
proboscidean,Antimatter
process,Antimatter
processional,Antimatter
proclamation,Antimatter
procrastinator,Antimatter
proctor,Logic
procurator,Antimatter
prod,Antimatter
prodigal,Logic
produce,Antimatter
profile,Antimatter
profligate,Antimatter
prognostic,Logic
program,Antimatter
project,Antimatter
projectile,Logic
projector,Antimatter
promenade,Antimatter
promise,Logic
promulgation,Antimatter
promulgator,Antimatter
prong,Antimatter
pronominal,Antimatter
pronoun,Antimatter
pronouncement,Antimatter
pronunciamento,Antimatter
prop,Logic
propaganda,Logic
proportionality,Antimatter
proposal,Antimatter
proprietary,Antimatter
proration,Antimatter
prorogation,Antimatter
prosiness,Antimatter
prospect,Logic
prosperity,Logic
prostitute,Logic
protest,Antimatter
protestation,Antimatter
prothalamia,Antimatter
protistan,Antimatter
provision,Antimatter
proviso,Logic
provoker,Antimatter
prune,Antimatter
pry,Logic
psi,Antimatter
psychic,Antimatter
pub,Antimatter
public,Logic
pucker,Antimatter
puddle,Antimatter
pudge,Antimatter
puff,Antimatter
pugilism,Antimatter
puissance,Antimatter
puke,Logic
pulchritude,Antimatter
pull,Logic
pulp,Antimatter
pump,Antimatter
punch,Logic
puncture,Antimatter
puniness,Antimatter
punster,Antimatter
punt,Logic
purchase,Antimatter
purgative,Antimatter
purge,Logic
purifier,Antimatter
purism,Antimatter
purl,Antimatter
purple,Antimatter
purport,Antimatter
purse,Antimatter
pursuance,Antimatter
push,Antimatter
pushball,Antimatter
pushing,Antimatter
pushover,Antimatter
pussycat,Antimatter
put,Antimatter
putt,Antimatter
putter,Antimatter
puzzle,Antimatter
pyromancer,Antimatter
pyrotechnic,Antimatter
quack,Logic
quaffer,Antimatter
quag,Antimatter
quail,Logic
quaintness,Antimatter
quake,Logic
quarrel,Logic
quarrelsomeness,Antimatter
quarry,Antimatter
quarters,Antimatter
quartette,Antimatter
quartic,Antimatter
quatern,Antimatter
quaver,Antimatter
queasiness,Antimatter
queer,Antimatter
querier,Antimatter
quest,Logic
quester,Antimatter
question,Logic
questioner,Antimatter
queue,Antimatter
quibble,Antimatter
quick,Antimatter
quickie,Antimatter
quicksand,Antimatter
quidnunc,Antimatter
quiet,Logic
quietness,Antimatter
quint,Antimatter
quip,Antimatter
quire,Antimatter
quitter,Antimatter
quiver,Logic
quoit,Antimatter
quotability,Antimatter
quote,Logic
r,Antimatter
rabbi,Antimatter
racecourse,Antimatter
racer,Antimatter
racing,Antimatter
rack,Logic
radar,Logic
raddle,Antimatter
raft,Antimatter
rag,Antimatter
rage,Logic
raid,Logic
raider,Antimatter
rail,Logic
railing,Antimatter
raillery,Antimatter
railroad,Antimatter
rainfall,Antimatter
rake,Antimatter
rakehell,Antimatter
rally,Antimatter
ramble,Antimatter
ramp,Antimatter
range,Antimatter
ranid,Antimatter
rant,Antimatter
rap,Antimatter
rascal,Logic
rash,Logic
rasp,Antimatter
rasping,Antimatter
rat,Logic
ratch,Antimatter
ratchet,Antimatter
rate,Antimatter
ratification,Antimatter
ratifier,Antimatter
ratiocination,Antimatter
ration,Antimatter
ratter,Antimatter
rattle,Antimatter
rattles,Antimatter
rattling,Antimatter
ravage,Antimatter
rave,Logic
ravel,Antimatter
raveling,Antimatter
raven,Antimatter
raving,Logic
razz,Antimatter
reach,Antimatter
reaching,Antimatter
reactionary,Logic
read,Antimatter
reading,Logic
realism,Antimatter
ream,Antimatter
rear,Logic
reason,Logic
reasoner,Antimatter
rebel,Logic
rebelliousness,Antimatter
rebound,Antimatter
rebuff,Antimatter
rebuke,Logic
recalculation,Antimatter
recantation,Antimatter
recap,Antimatter
recapture,Antimatter
recce,Antimatter
receipt,Antimatter
receipts,Antimatter
receptacle,Antimatter
receptiveness,Antimatter
recess,Antimatter
recipient,Logic
reciprocal,Antimatter
recklessness,Logic
recoil,Antimatter
recompense,Antimatter
reconciler,Antimatter
record,Antimatter
recount,Antimatter
recreant,Antimatter
recrimination,Antimatter
recruit,Antimatter
reek,Antimatter
reel,Antimatter
ref,Antimatter
refectory,Antimatter
reference,Antimatter
refill,Antimatter
reflectivity,Antimatter
reflector,Antimatter
reflexive,Antimatter
reflexivity,Antimatter
reform,Logic
reformatory,Antimatter
reformist,Gun
refrain,Antimatter
refuge,Antimatter
refund,Antimatter
refusal,Logic
refuse,Logic
refutal,Antimatter
refuter,Antimatter
regard,Antimatter
regiment,Logic
register,Antimatter
regret,Logic
regular,Antimatter
rehash,Antimatter
rein,Logic
reinforcer,Antimatter
reinterpretation,Antimatter
reject,Logic
rejoicing,Logic
rejoinder,Antimatter
relative,Logic
relaxation,Logic
relay,Antimatter
relish,Antimatter
remains,Logic
remake,Logic
remand,Logic
remark,Antimatter
remedy,Logic
remorse,Logic
remote,Antimatter
remotion,Antimatter
remount,Antimatter
remover,Antimatter
rendezvous,Antimatter
renegade,Logic
renouncement,Antimatter
rent,Antimatter
repair,Antimatter
repast,Antimatter
repatriate,Antimatter
repeat,Antimatter
repellant,Logic
repellent,Logic
replay,Antimatter
reply,Antimatter
report,Antimatter
reporter,Logic
repose,Logic
reprehensibility,Antimatter
reprehension,Antimatter
representative,Antimatter
reprieve,Antimatter
reprimand,Logic
reproach,Logic
reprobate,Antimatter
reprobation,Antimatter
reproof,Antimatter
reproval,Antimatter
reprover,Antimatter
reptilian,Antimatter
repulse,Antimatter
repurchase,Antimatter
repute,Antimatter
request,Antimatter
requester,Antimatter
requiem,Logic
requisite,Antimatter
requisition,Antimatter
rerun,Antimatter
rescue,Logic
resentment,Logic
reserve,Logic
reservoir,Magma
reset,Antimatter
reshuffle,Antimatter
residual,Antimatter
resolve,Antimatter
resort,Antimatter
respect,Logic
respecter,Antimatter
response,Antimatter
rest,Logic
restorative,Logic
restorer,Antimatter
restrainer,Antimatter
result,Logic
resultant,Logic
resume,Antimatter
retake,Antimatter
retard,Logic
retort,Logic
retreat,Antimatter
retribution,Logic
retrospect,Antimatter
retrospective,Antimatter
return,Antimatter
rev,Antimatter
revel,Logic
revenge,Logic
reverend,Logic
reverse,Antimatter
review,Antimatter
revivalism,Antimatter
revolt,Logic
revolutionary,Logic
revolutionist,Gun
revulsion,Logic
reward,Logic
rewrite,Antimatter
rhizopodan,Antimatter
rhodanthe,Antimatter
rhumba,Antimatter
ribald,Antimatter
rice,Disease
ricochet,Antimatter
ride,Antimatter
ridicule,Logic
riding,Antimatter
riffle,Antimatter
rifle,Logic
rifleman,Antimatter
rift,Logic
rig,Antimatter
right,Antimatter
righteousness,Antimatter
riley,Antimatter
rim,Antimatter
rime,Antimatter
ring,Antimatter
rinse,Antimatter
rioter,Antimatter
rip,Antimatter
riposte,Antimatter
ripple,Antimatter
rise,Antimatter
rising,Logic
ritualist,Gun
rival,Antimatter
rivet,Antimatter
riveter,Antimatter
roach,Antimatter
road,Antimatter
roadside,Antimatter
roamer,Antimatter
roan,Antimatter
roar,Antimatter
roast,Antimatter
robber,Logic
robe,Antimatter
rock,Logic
rocket,Logic
roentgenogram,Antimatter
roguishness,Antimatter
roll,Antimatter
romantic,Logic
romp,Logic
room,Antimatter
roomful,Antimatter
roomie,Antimatter
roost,Antimatter
rope,Antimatter
roper,Antimatter
ropewalk,Antimatter
rosemary,Antimatter
rot,Logic
rottenstone,Antimatter
rotter,Antimatter
roue,Antimatter
round,Antimatter
roundabout,Antimatter
roundelay,Antimatter
roundsman,Antimatter
rout,Logic
roving,Antimatter
row,Logic
royal,Antimatter
royalist,Gun
rub,Antimatter
rubberneck,Antimatter
rubbing,Antimatter
rubbish,Logic
rubefacient,Antimatter
ruckus,Antimatter
ruction,Antimatter
ruddle,Antimatter
rudeness,Antimatter
rue,Logic
ruff,Antimatter
ruffle,Logic
ruin,Logic
rule,Logic
ruling,Antimatter
rumble,Antimatter
rumbling,Antimatter
rummage,Antimatter
rumourmonger,Antimatter
rumpus,Antimatter
run,Antimatter
runaway,Logic
rung,Antimatter
runnel,Antimatter
rupture,Logic
ruralism,Antimatter
rush,Antimatter
rushing,Antimatter
russet,Antimatter
rustic,Antimatter
rustle,Antimatter
ruthlessness,Antimatter
sa,Antimatter
sable,Antimatter
saccharose,Antimatter
sacerdotalism,Antimatter
sack,Antimatter
sackful,Antimatter
sacrifice,Antimatter
saddle,Antimatter
saddleback,Antimatter
sadhu,Antimatter
sadness,Logic
safe,Logic
safeguard,Logic
sag,Logic
sage,Logic
sago,Antimatter
sail,Antimatter
salesclerk,Antimatter
salesman,Antimatter
salient,Logic
salt,Antimatter
salter,Antimatter
salute,Logic
salvage,Antimatter
salve,Logic
sam,Antimatter
same,Antimatter
samite,Antimatter
sample,Antimatter
sanctimoniousness,Antimatter
sanction,Antimatter
sandarac,Antimatter
sandbag,Antimatter
sanders,Antimatter
sanguine,Logic
sannyasi,Antimatter
sannyasin,Antimatter
sap,Logic
saphead,Antimatter
sarcenet,Antimatter
sardonyx,Antimatter
sarsenet,Antimatter
sartor,Antimatter
sashay,Antimatter
saurian,Antimatter
savage,Logic
save,Logic
savor,Logic
savvy,Logic
saw,Antimatter
say,Antimatter
saying,Antimatter
scad,Antimatter
scads,Antimatter
scalawag,Antimatter
scald,Antimatter
scales,Antimatter
scammony,Antimatter
scamp,Antimatter
scan,Antimatter
scanties,Antimatter
scape,Antimatter
scapular,Antimatter
scar,Logic
scare,Logic
scarer,Antimatter
scarf,Antimatter
scarlet,Antimatter
scat,Antimatter
scathe,Antimatter
scatter,Antimatter
schedule,Antimatter
schizoid,Antimatter
schizophrenic,Antimatter
schoolbook,Antimatter
schoolcraft,Antimatter
schwa,Antimatter
scissors,Rock
scissure,Antimatter
scoff,Logic
scoffer,Antimatter
scoffing,Antimatter
scolder,Antimatter
sconce,Antimatter
scoop,Antimatter
scorch,Antimatter
score,Logic
scoreboard,Antimatter
scorn,Logic
scourge,Logic
scout,Antimatter
scowl,Antimatter
scrabble,Antimatter
scrag,Antimatter
scramble,Antimatter
scrap,Antimatter
scrape,Antimatter
scrappiness,Antimatter
scratch,Antimatter
scratches,Antimatter
scrawl,Antimatter
scream,Logic
screech,Logic
screen,Antimatter
screw,Antimatter
scribble,Antimatter
scrimshanker,Antimatter
scrimshaw,Antimatter
scroll,Antimatter
scrub,Logic
scruff,Antimatter
scrummage,Antimatter
scrunch,Antimatter
