word,Best_Counter_Category
scrutineer,Antimatter
scud,Antimatter
scuff,Antimatter
scuffle,Antimatter
scull,Antimatter
sculptress,Gun
scup,Antimatter
scupper,Antimatter
scuppernong,Antimatter
scurry,Antimatter
scuttle,Antimatter
se,Antimatter
seafaring,Antimatter
seal,Logic
seam,Antimatter
seamstress,Antimatter
search,Antimatter
searcher,Antimatter
season,Antimatter
seat,Antimatter
second,Antimatter
secret,Logic
sectional,Antimatter
sectionalism,Antimatter
secureness,Antimatter
securer,Antimatter
sedition,Logic
seductress,Gun
sedulousness,Antimatter
seeker,Antimatter
seesaw,Antimatter
segment,Antimatter
segregate,Logic
selenolatry,Antimatter
seminarian,Antimatter
sennit,Antimatter
sensationalism,Antimatter
sentimentalism,Antimatter
sentimentalist,Gun
sentinel,Logic
separate,Antimatter
separates,Antimatter
septenary,Antimatter
sequencer,Antimatter
serenade,Antimatter
seriousness,Logic
sermon,Logic
serpentess,Antimatter
serra,Antimatter
serving,Antimatter
servo,Antimatter
sesquipedalian,Antimatter
set,Antimatter
setup,Antimatter
seventeenth,Antimatter
seventh,Antimatter
seventieth,Antimatter
seventy,Antimatter
sewer,Logic
sext,Antimatter
shackle,Logic
shad,Antimatter
shade,Antimatter
shadower,Antimatter
shaft,Antimatter
shag,Antimatter
shah,Antimatter
shake,Antimatter
shakedown,Antimatter
shallow,Antimatter
shamble,Antimatter
shame,Logic
shandy,Antimatter
shank,Logic
share,Logic
sharpener,Antimatter
shattering,Antimatter
shave,Antimatter
shay,Antimatter
shear,Antimatter
shed,Logic
sheen,Antimatter
sheet,Antimatter
shelfful,Antimatter
shell,Logic
shelter,Logic
shepherd,Logic
shield,Antimatter
shielder,Antimatter
shielding,Antimatter
shift,Antimatter
shifter,Antimatter
shiftlessness,Antimatter
shill,Antimatter
shim,Antimatter
shimmer,Antimatter
shimmy,Antimatter
shindy,Antimatter
shine,Logic
shinny,Antimatter
ship,Logic
shipbuilder,Antimatter
shirker,Antimatter
shiver,Logic
shivering,Antimatter
shoal,Antimatter
shock,Logic
shoddy,Logic
shoehorn,Antimatter
shoeshine,Antimatter
shoestring,Antimatter
shop,Antimatter
short,Antimatter
shout,Logic
shouter,Antimatter
shove,Logic
shovelboard,Antimatter
shovelful,Antimatter
show,Logic
showboat,Antimatter
showcase,Antimatter
shower,Antimatter
showing,Antimatter
shred,Antimatter
shredder,Antimatter
shrewishness,Antimatter
shrike,Antimatter
shrimp,Antimatter
shrink,Logic
shroud,Logic
shrug,Antimatter
shuck,Antimatter
shudder,Logic
shuffle,Antimatter
shunt,Antimatter
shuttle,Antimatter
sib,Logic
sibilant,Antimatter
sick,Logic
sickness,Logic
side,Antimatter
sideline,Antimatter
sidesplitter,Antimatter
sideswipe,Antimatter
sidetrack,Antimatter
sieve,Antimatter
sigh,Antimatter
sigma,Antimatter
sign,Antimatter
signal,Antimatter
signalman,Antimatter
signpost,Antimatter
silence,Antimatter
sillabub,Antimatter
silliness,Antimatter
silver,Antimatter
silvervine,Antimatter
simian,Antimatter
simper,Antimatter
simplification,Antimatter
singe,Antimatter
single,Antimatter
singsong,Antimatter
singular,Antimatter
sink,Antimatter
sion,Antimatter
sip,Antimatter
siphon,Antimatter
sitting,Antimatter
sixteenth,Antimatter
sixth,Antimatter
sixtieth,Antimatter
size,Antimatter
sizzle,Logic
skate,Antimatter
skepful,Antimatter
skepticism,Antimatter
sketch,Antimatter
skewer,Antimatter
ski,Antimatter
skid,Logic
skinflint,Antimatter
skinful,Antimatter
skip,Logic
skirl,Antimatter
skirmisher,Antimatter
skirt,Antimatter
skylark,Antimatter
skyrocket,Antimatter
slab,Antimatter
slack,Logic
slacker,Antimatter
slam,Logic
slander,Logic
slant,Antimatter
slap,Logic
slash,Logic
slating,Antimatter
slattern,Antimatter
slaughter,Logic
slaver,Antimatter
slavey,Antimatter
sled,Antimatter
sledge,Antimatter
sleep,Antimatter
sleepiness,Antimatter
sleepyhead,Antimatter
sleuth,Antimatter
slew,Antimatter
slice,Antimatter
slick,Antimatter
slicker,Antimatter
slide,Antimatter
slight,Antimatter
slime,Logic
slimness,Antimatter
sling,Antimatter
slip,Logic
slit,Antimatter
sliver,Antimatter
slob,Antimatter
slobber,Antimatter
slop,Logic
slops,Antimatter
slopseller,Antimatter
slot,Antimatter
slouch,Logic
slough,Logic
sloven,Antimatter
slowpoke,Antimatter
slug,Logic
sluggard,Antimatter
sluice,Antimatter
slumber,Antimatter
slump,Logic
slur,Logic
slush,Logic
slyboots,Antimatter
smack,Logic
smarm,Antimatter
smash,Logic
smasher,Antimatter
smear,Antimatter
smell,Logic
smidge,Antimatter
smile,Logic
smiler,Antimatter
smirch,Antimatter
smirk,Logic
smirker,Antimatter
smithereens,Antimatter
smithy,Antimatter
smock,Antimatter
smoke,Antimatter
smooch,Antimatter
smooth,Antimatter
smoother,Antimatter
smudge,Logic
smugness,Antimatter
snaffle,Antimatter
snaffles,Antimatter
snag,Logic
snap,Antimatter
snapper,Antimatter
snaps,Antimatter
snare,Logic
snarer,Antimatter
snarl,Logic
snatch,Antimatter
sneak,Logic
sneakiness,Antimatter
sneer,Logic
sneerer,Antimatter
sneeze,Logic
snick,Antimatter
snicker,Logic
sniff,Antimatter
sniffle,Antimatter
snigger,Antimatter
snip,Antimatter
snipe,Antimatter
snitch,Antimatter
snitcher,Antimatter
snivel,Antimatter
snobbery,Antimatter
snood,Antimatter
snoop,Antimatter
snoopy,Antimatter
snootiness,Antimatter
snooze,Antimatter
snorer,Antimatter
snorkel,Antimatter
snort,Logic
snowball,Antimatter
snub,Antimatter
snuff,Antimatter
snuffle,Antimatter
snuffles,Antimatter
snuggle,Antimatter
so,Antimatter
soak,Logic
soapwort,Antimatter
sob,Logic
sobersides,Antimatter
socage,Antimatter
soccer,Antimatter
sock,Antimatter
sod,Antimatter
sojourn,Antimatter
solace,Logic
sole,Antimatter
solid,Logic
solidago,Antimatter
soliloquy,Antimatter
solo,Antimatter
soloist,Gun
solvate,Antimatter
somersault,Antimatter
somerset,Antimatter
somnambulism,Antimatter
somniloquy,Antimatter
somnolence,Antimatter
sonant,Antimatter
sonar,Logic
songstress,Antimatter
sontag,Antimatter
sop,Antimatter
sophisticate,Antimatter
soporific,Antimatter
sorcerer,Gun
sorceress,Gun
sore,Logic
sorehead,Antimatter
sorrowfulness,Antimatter
sort,Antimatter
sot,Antimatter
sots,Antimatter
sound,Antimatter
sounding,Antimatter
soup,Logic
soupcon,Antimatter
source,Antimatter
souse,Antimatter
southeast,Antimatter
southwest,Antimatter
souvenir,Antimatter
sovereign,Logic
sovereignty,Antimatter
sow,Antimatter
spade,Antimatter
span,Antimatter
spangle,Antimatter
spank,Logic
spare,Antimatter
sparid,Antimatter
spark,Antimatter
sparkle,Logic
sparks,Antimatter
spat,Logic
spatchcock,Antimatter
spatter,Antimatter
spawn,Antimatter
spear,Logic
spearfish,Antimatter
spearhead,Antimatter
specifier,Antimatter
speckle,Antimatter
specks,Antimatter
speech,Logic
speechlessness,Antimatter
spell,Antimatter
spicula,Antimatter
spiff,Antimatter
spile,Antimatter
spill,Antimatter
spin,Antimatter
spinel,Antimatter
spinelessness,Antimatter
spiral,Antimatter
spit,Logic
spitball,Antimatter
spitefulness,Antimatter
spitfire,Antimatter
splash,Logic
splashboard,Antimatter
splashing,Antimatter
splat,Antimatter
splatter,Antimatter
splay,Antimatter
splice,Antimatter
splinter,Logic
split,Logic
splodge,Antimatter
splurge,Antimatter
splutter,Antimatter
spoil,Logic
sponge,Logic
spoof,Antimatter
spook,Logic
spool,Antimatter
spoon,Antimatter
spoonful,Antimatter
sportsman,Antimatter
sportswoman,Antimatter
spot,Antimatter
spotlight,Antimatter
spout,Antimatter
sprain,Logic
spray,Antimatter
sprayer,Antimatter
spread,Antimatter
spreading,Antimatter
sprinkle,Antimatter
sprint,Antimatter
sprinter,Antimatter
sprout,Antimatter
spruce,Logic
spume,Antimatter
spur,Logic
spurt,Antimatter
sputter,Antimatter
sputum,Antimatter
squab,Antimatter
squabble,Antimatter
squalor,Antimatter
squandermania,Antimatter
squash,Antimatter
squat,Antimatter
squawk,Antimatter
squeak,Antimatter
squeal,Antimatter
squeeze,Antimatter
squeezer,Antimatter
squelch,Logic
squiggle,Antimatter
squint,Antimatter
squirt,Antimatter
squish,Antimatter
stab,Logic
stable,Logic
stack,Antimatter
staff,Antimatter
staffer,Antimatter
stage,Antimatter
staggers,Antimatter
staghead,Antimatter
stain,Logic
stake,Antimatter
stalk,Logic
stall,Logic
stallion,Logic
stalwart,Logic
stammer,Antimatter
stamp,Antimatter
stampede,Antimatter
stanchion,Antimatter
stand,Antimatter
standard,Antimatter
standing,Logic
standstill,Logic
staple,Antimatter
stare,Antimatter
stargazing,Antimatter
start,Logic
starveling,Antimatter
stash,Antimatter
station,Antimatter
stave,Logic
stay,Antimatter
stays,Antimatter
stead,Antimatter
stealer,Antimatter
steam,Antimatter
steen,Antimatter
steeplechaser,Antimatter
steer,Antimatter
stem,Antimatter
stench,Antimatter
stencil,Antimatter
step,Antimatter
stepbrother,Antimatter
stepchild,Antimatter
stepdaughter,Antimatter
stepfather,Antimatter
sterilizer,Antimatter
stew,Antimatter
steward,Logic
stewpan,Antimatter
stick,Flame
sticks,Antimatter
stiffening,Antimatter
still,Antimatter
stillbirth,Antimatter
stilt,Antimatter
stimulant,Antimatter
sting,Logic
stink,Logic
stint,Logic
stinter,Antimatter
stipendiary,Antimatter
stir,Antimatter
stirring,Antimatter
stitch,Antimatter
stockman,Antimatter
stodge,Antimatter
stole,Antimatter
stolidness,Antimatter
stomp,Antimatter
stonecutter,Antimatter
stoop,Antimatter
stop,Antimatter
stopper,Antimatter
stopple,Antimatter
store,Logic
storeroom,Antimatter
straddle,Antimatter
straggle,Antimatter
straight,Antimatter
strain,Antimatter
strainer,Antimatter
strand,Antimatter
strap,Antimatter
strategist,Logic
stray,Logic
streak,Antimatter
stream,Antimatter
strengthening,Logic
stretch,Antimatter
strickle,Antimatter
stride,Antimatter
strider,Antimatter
stridor,Antimatter
stridulation,Antimatter
strike,Logic
strip,Logic
stroll,Antimatter
strop,Antimatter
structure,Logic
struggle,Logic
strum,Antimatter
strumpet,Antimatter
strut,Logic
stubbornness,Antimatter
stud,Logic
studiousness,Antimatter
study,Logic
stuff,Antimatter
stumble,Logic
stump,Antimatter
stunner,Antimatter
stunt,Antimatter
stutter,Antimatter
stymie,Antimatter
sub,Antimatter
subcontract,Antimatter
subdivider,Antimatter
subduer,Antimatter
subject,Logic
sublease,Antimatter
submarine,Antimatter
submariner,Antimatter
subordinate,Logic
subordinateness,Antimatter
subsidiary,Antimatter
substantive,Logic
substitute,Antimatter
subversive,Logic
subverter,Antimatter
success,Logic
succor,Antimatter
succubus,Antimatter
suckling,Antimatter
sufferer,Logic
suffix,Antimatter
suffragan,Antimatter
sugar,Logic
suit,Antimatter
suiting,Antimatter
sulk,Antimatter
sulkiness,Antimatter
sulphate,Antimatter
sum,Antimatter
summit,Antimatter
sumner,Antimatter
sunup,Antimatter
superior,Logic
supernumerary,Antimatter
superoxide,Antimatter
supper,Antimatter
supplement,Antimatter
suppliant,Antimatter
supplicant,Antimatter
supply,Logic
support,Antimatter
surcease,Antimatter
surf,Antimatter
surface,Antimatter
surfeit,Antimatter
surge,Logic
surmisal,Antimatter
surmise,Logic
surmounter,Antimatter
surprise,Logic
surpriser,Antimatter
surprisingness,Antimatter
surrender,Logic
surround,Logic
surtout,Antimatter
survey,Antimatter
suspect,Logic
susurrus,Antimatter
suzerainty,Antimatter
swage,Antimatter
swagger,Antimatter
swaggerer,Antimatter
swain,Antimatter
swallow,Antimatter
swami,Antimatter
swamp,Logic
swank,Antimatter
swap,Antimatter
swarm,Logic
swash,Antimatter
swatch,Antimatter
swathe,Antimatter
sway,Antimatter
sweat,Logic
sweep,Antimatter
sweeping,Antimatter
sweetheart,Logic
sweetie,Logic
swell,Antimatter
swerve,Logic
swig,Logic
swill,Antimatter
swim,Logic
swimmer,Antimatter
swimming,Antimatter
swindle,Antimatter
swineherd,Antimatter
swing,Antimatter
swipe,Antimatter
swipes,Antimatter
swirl,Antimatter
swish,Antimatter
switch,Antimatter
swither,Antimatter
swivel,Antimatter
swivet,Antimatter
swiz,Antimatter
swizzle,Antimatter
swoon,Antimatter
swoop,Antimatter
swoosh,Antimatter
swordsman,Antimatter
swot,Antimatter
syllogist,Gun
sylvanite,Antimatter
symbolizer,Antimatter
symphony,Logic
synchronism,Antimatter
syndicate,Antimatter
synergism,Antimatter
synizesis,Antimatter
synovia,Antimatter
syphilitic,Antimatter
table,Antimatter
tables,Antimatter
tablespoonful,Antimatter
tachygraphy,Antimatter
tachylite,Antimatter
tack,Antimatter
tackle,Logic
taffy,Antimatter
tag,Antimatter
tailor,Antimatter
taint,Logic
take,Antimatter
taker,Antimatter
talk,Logic
talker,Antimatter
tallness,Antimatter
tallow,Antimatter
tally,Antimatter
tallyman,Antimatter
tam,Antimatter
tamer,Antimatter
tanager,Antimatter
tandem,Logic
tang,Antimatter
tangelo,Antimatter
tangle,Antimatter
tank,Antimatter
tankful,Antimatter
tansy,Antimatter
tap,Antimatter
tape,Antimatter
taper,Antimatter
taphephobia,Antimatter
taps,Antimatter
tar,Antimatter
tardiness,Logic
tare,Antimatter
target,Antimatter
tarnish,Logic
tarp,Antimatter
tarradiddle,Antimatter
tarriance,Antimatter
taskmaster,Antimatter
taste,Antimatter
tate,Antimatter
tatter,Antimatter
tatterdemalion,Antimatter
tattle,Antimatter
taunt,Logic
tautog,Antimatter
tavern,Antimatter
taw,Antimatter
taws,Antimatter
taxi,Antimatter
taxis,Antimatter
te,Antimatter
teacupful,Antimatter
teakettle,Antimatter
teammate,Antimatter
tear,Antimatter
tease,Logic
teashop,Antimatter
tediousness,Antimatter
teen,Antimatter
telecast,Antimatter
telegram,Antimatter
telegraph,Antimatter
telfer,Antimatter
tell,Antimatter
telltale,Antimatter
temblor,Antimatter
temp,Antimatter
temper,Antimatter
tempera,Antimatter
tempest,Logic
temporariness,Antimatter
temptress,Gun
tender,Logic
tenebrionid,Antimatter
tenth,Antimatter
term,Antimatter
terminal,Logic
ternary,Antimatter
terrace,Antimatter
terribleness,Antimatter
test,Antimatter
tether,Logic
tetterwort,Antimatter
textbook,Antimatter
thalamus,Antimatter
thanatopsis,Antimatter
thankfulness,Antimatter
thatch,Antimatter
thaumaturgist,Gun
thaw,Antimatter
theatergoer,Antimatter
theorizer,Antimatter
there,Antimatter
thermoregulator,Antimatter
thief,Logic
thievery,Antimatter
thieving,Antimatter
thimbleful,Antimatter
thing,Antimatter
thingamabob,Antimatter
thingummy,Antimatter
thinner,Antimatter
third,Antimatter
thirster,Antimatter
thirteenth,Logic
thirtieth,Antimatter
thou,Antimatter
thought,Logic
thousand,Antimatter
thrall,Antimatter
thread,Antimatter
threepence,Antimatter
thriftiness,Antimatter
thrill,Logic
throb,Logic
thromboplastin,Antimatter
throng,Antimatter
throstle,Antimatter
throttle,Logic
throw,Antimatter
throwaway,Antimatter
thrust,Antimatter
thrusting,Antimatter
thud,Antimatter
thump,Logic
thunderer,Antimatter
thwack,Antimatter
thwart,Logic
thwarter,Antimatter
thyme,Antimatter
ti,Antimatter
tib,Antimatter
tick,Antimatter
tickle,Logic
tidiness,Antimatter
tidings,Antimatter
tie,Antimatter
tiff,Logic
tightwad,Antimatter
tile,Antimatter
tilefish,Antimatter
tiler,Antimatter
till,Antimatter
tilt,Antimatter
timber,Flame
timberman,Antimatter
timepiece,Antimatter
times,Antimatter
tindal,Antimatter
tingle,Antimatter
tingling,Antimatter
tinker,Antimatter
tinkle,Antimatter
tinsel,Logic
tip,Antimatter
tipple,Antimatter
tipsiness,Antimatter
tiptoe,Antimatter
tiptop,Antimatter
tirade,Logic
tire,Antimatter
tiredness,Logic
tiresomeness,Antimatter
titter,Antimatter
tizzy,Antimatter
toady,Antimatter
toast,Logic
toastmaster,Antimatter
tobacconist,Gun
tod,Antimatter
toddler,Antimatter
toff,Antimatter
toggle,Antimatter
toil,Antimatter
token,Antimatter
toller,Antimatter
tomboy,Antimatter
tomfool,Antimatter
tommyrot,Antimatter
toot,Antimatter
toothache,Logic
toothwort,Antimatter
top,Logic
tops,Antimatter
topside,Antimatter
torch,Antimatter
torchbearer,Antimatter
torment,Logic
tormentor,Antimatter
torpedo,Logic
torque,Antimatter
torrent,Logic
tosh,Antimatter
toss,Antimatter
tot,Antimatter
total,Antimatter
tote,Antimatter
toter,Antimatter
touch,Antimatter
tour,Antimatter
tourney,Antimatter
tout,Antimatter
tow,Antimatter
tower,Logic
towner,Antimatter
trace,Antimatter
track,Logic
tract,Logic
trade,Logic
traditionalism,Antimatter
tragacanth,Antimatter
trail,Antimatter
train,Antimatter
trammel,Antimatter
tramontane,Antimatter
tramp,Logic
transfer,Antimatter
transgression,Logic
transgressor,Gun
transient,Antimatter
transparence,Antimatter
transplant,Antimatter
transport,Antimatter
trap,Antimatter
trapping,Antimatter
traps,Logic
trash,Logic
travail,Logic
travel,Antimatter
travelogue,Antimatter
traverse,Antimatter
trawl,Antimatter
tread,Antimatter
treasure,Logic
treat,Logic
treble,Antimatter
trek,Antimatter
trench,Antimatter
trepan,Antimatter
trephine,Antimatter
trepidation,Logic
tribute,Logic
trice,Antimatter
trick,Logic
trickle,Antimatter
triennial,Antimatter
trifle,Logic
trifling,Antimatter
trifolium,Antimatter
trigger,Antimatter
triglochin,Antimatter
trike,Antimatter
trim,Antimatter
trine,Antimatter
trip,Logic
triple,Antimatter
triplicate,Antimatter
trollop,Antimatter
trollops,Antimatter
troop,Antimatter
trot,Antimatter
trouble,Antimatter
troublemaker,Antimatter
troubler,Antimatter
trough,Antimatter
trousers,Antimatter
trove,Antimatter
troy,Antimatter
truck,Logic
trucks,Antimatter
trump,Logic
trumpet,Logic
trumpeter,Antimatter
trundle,Antimatter
truss,Logic
trust,Logic
trustfulness,Antimatter
trustworthiness,Antimatter
try,Antimatter
tub,Antimatter
tube,Antimatter
tubful,Antimatter
tuck,Antimatter
tucket,Antimatter
tufa,Antimatter
tuff,Antimatter
tuffet,Antimatter
tug,Antimatter
tumble,Logic
tumbling,Antimatter
tun,Antimatter
tune,Antimatter
tunefulness,Antimatter
tung,Antimatter
tungstate,Antimatter
tunnel,Antimatter
tup,Antimatter
tuppence,Antimatter
turbinate,Antimatter
turf,Antimatter
turkey,Antimatter
turn,Antimatter
turndown,Antimatter
turning,Antimatter
turns,Antimatter
turnup,Antimatter
turquoise,Antimatter
turtledove,Antimatter
tussle,Logic
tussock,Antimatter
tutor,Logic
twaddle,Antimatter
twaddler,Antimatter
twang,Antimatter
tweak,Antimatter
tweet,Antimatter
twelvemonth,Antimatter
twentieth,Antimatter
twerp,Antimatter
twiddle,Antimatter
twig,Flame
twill,Antimatter
twin,Logic
twine,Antimatter
twiner,Antimatter
twinkle,Logic
twirl,Antimatter
twist,Antimatter
twisting,Antimatter
twit,Antimatter
twitch,Logic
twosome,Antimatter
tyke,Antimatter
type,Antimatter
typology,Antimatter
tyro,Antimatter
ugliness,Logic
ultimate,Logic
unassumingness,Antimatter
unbalance,Antimatter
unconcern,Antimatter
unconscious,Logic
undergrad,Antimatter
underground,Antimatter
underlay,Antimatter
underpass,Antimatter
underscore,Antimatter
understanding,Logic
understudy,Antimatter
undiscipline,Antimatter
undoer,Antimatter
unfairness,Logic
unfolding,Antimatter
ungratefulness,Antimatter
unguent,Antimatter
unhappiness,Logic
uniform,Antimatter
uninitiate,Antimatter
unionism,Antimatter
uniqueness,Antimatter
Antimatter,Antimatter
unlikeliness,Antimatter
unmentionable,Antimatter
unmentionables,Antimatter
untidiness,Antimatter
unveiling,Antimatter
unwillingness,Logic
upbraider,Antimatter
upbraiding,Antimatter
upcast,Antimatter
update,Antimatter
upgrade,Antimatter
uplift,Logic
upper,Antimatter
uppercut,Antimatter
uprooter,Antimatter
upside,Antimatter
upstairs,Antimatter
upstart,Antimatter
upsurge,Antimatter
upthrow,Antimatter
upturn,Antimatter
uranalysis,Antimatter
urge,Antimatter
us,Antimatter
use,Antimatter
usefulness,Logic
usher,Logic
usings,Antimatter
utas,Antimatter
utilitarian,Antimatter
utilizer,Antimatter
utmost,Antimatter
uttermost,Antimatter
utterness,Antimatter
v,Antimatter
vacationer,Antimatter
vagabond,Antimatter
vagrancy,Antimatter
vagrant,Antimatter
vainglory,Antimatter
vale,Antimatter
valedictory,Antimatter
valet,Antimatter
valetudinarian,Antimatter
valley,Antimatter
valorousness,Antimatter
valuableness,Antimatter
valuator,Antimatter
vanisher,Antimatter
vantage,Antimatter
variable,Logic
variate,Antimatter
varietal,Antimatter
variola,Antimatter
vasoconstrictor,Antimatter
vaunt,Antimatter
vaunter,Antimatter
veery,Antimatter
vegetable,Antimatter
veil,Antimatter
velvet,Logic
vender,Antimatter
vendition,Antimatter
venerability,Antimatter
vent,Logic
venture,Antimatter
venturer,Antimatter
verdigris,Antimatter
verge,Logic
verity,Antimatter
vermifuge,Antimatter
vertigo,Logic
verve,Logic
vesture,Antimatter
vet,Antimatter
vexer,Antimatter
victual,Antimatter
victuals,Antimatter
view,Antimatter
viewer,Antimatter
vilification,Antimatter
vim,Antimatter
vindicator,Antimatter
vindictiveness,Antimatter
violator,Antimatter
virgilia,Antimatter
virtuousness,Antimatter
vis,Antimatter
visit,Logic
visor,Logic
vivacity,Antimatter
vivarium,Antimatter
vocative,Antimatter
voice,Antimatter
void,Antimatter
volunteer,Logic
vomit,Logic
vow,Logic
vower,Antimatter
voyage,Logic
vulcanizer,Antimatter
vulgarizer,Antimatter
wa,Antimatter
wad,Antimatter
waffle,Logic
wag,Antimatter
wage,Antimatter
wager,Antimatter
wail,Logic
wait,Logic
wake,Antimatter
wakes,Antimatter
walk,Antimatter
walkaway,Antimatter
walker,Antimatter
wallboard,Antimatter
wallop,Antimatter
walloping,Antimatter
wally,Antimatter
waltz,Antimatter
wanderlust,Antimatter
wanness,Antimatter
want,Antimatter
wanter,Antimatter
wanton,Antimatter
warble,Antimatter
ward,Antimatter
warder,Antimatter
ware,Logic
warmer,Antimatter
warp,Logic
warrant,Antimatter
wartime,Antimatter
wash,Antimatter
washboard,Antimatter
washbowl,Antimatter
washerman,Antimatter
washerwoman,Antimatter
wassail,Antimatter
waste,Logic
wastrel,Antimatter
watch,Logic
watcher,Antimatter
watchfulness,Antimatter
watchman,Logic
waterway,Antimatter
wattage,Antimatter
wattle,Antimatter
wave,Antimatter
wax,Antimatter
wayfaring,Antimatter
weakling,Antimatter
wear,Logic
wearer,Antimatter
weasel,Antimatter
weave,Antimatter
wedge,Antimatter
wee,Antimatter
weekly,Antimatter
weigher,Antimatter
welcome,Antimatter
weld,Antimatter
weldment,Antimatter
well,Antimatter
wellspring,Antimatter
welt,Antimatter
welter,Antimatter
wencher,Antimatter
west,Antimatter
westerly,Antimatter
western,Antimatter
wetness,Antimatter
whack,Logic
whaler,Antimatter
whatnot,Antimatter
wheeze,Antimatter
whelp,Antimatter
whicker,Antimatter
whiff,Antimatter
while,Antimatter
whimper,Logic
whine,Logic
whiner,Antimatter
whinny,Antimatter
whip,Logic
whippersnapper,Antimatter
whipsaw,Antimatter
whirl,Antimatter
whirligig,Antimatter
whirlwind,Logic
whisk,Antimatter
whisper,Antimatter
whist,Antimatter
whistle,Antimatter
white,Antimatter
whitecup,Antimatter
whitewash,Antimatter
whits,Antimatter
whiz,Antimatter
who,Antimatter
whodunit,Antimatter
whole,Antimatter
whoop,Antimatter
whooper,Antimatter
whoosh,Antimatter
wick,Antimatter
wife,Antimatter
wiggle,Antimatter
wile,Antimatter
willies,Antimatter
wilt,Antimatter
wince,Logic
wincey,Antimatter
wind,Antimatter
winding,Antimatter
windup,Antimatter
wineglass,Antimatter
wink,Antimatter
winker,Antimatter
winkle,Antimatter
winner,Logic
winning,Logic
wipe,Antimatter
wire,Antimatter
wisecrack,Antimatter
wish,Antimatter
wisp,Antimatter
wisteria,Antimatter
withy,Antimatter
witness,Logic
woad,Antimatter
wobble,Antimatter
woe,Logic
wolfram,Antimatter
womanizer,Antimatter
wonder,Antimatter
wonderer,Antimatter
wonderfulness,Antimatter
wonderment,Antimatter
wont,Logic
woodlet,Antimatter
woodward,Antimatter
wooer,Antimatter
word,Logic
work,Antimatter
workbox,Antimatter
works,Antimatter
worm,Logic
worry,Logic
worrywart,Antimatter
worst,Antimatter
worth,Logic
worthlessness,Antimatter
wound,Logic
wrack,Antimatter
wrangle,Antimatter
wrap,Antimatter
wrapper,Antimatter
wrath,Logic
wreck,Logic
wrench,Logic
wrester,Antimatter
wrestle,Antimatter
wretch,Logic
wriggle,Antimatter
wright,Antimatter
wrinkle,Antimatter
wrong,Logic
xi,Antimatter
yachtswoman,Antimatter
yak,Antimatter
yank,Antimatter
yap,Antimatter
yardage,Antimatter
yataghan,Antimatter
yearbook,Sword
yearning,Logic
yell,Logic
yellow,Antimatter
yelp,Logic
yen,Antimatter
yielding,Antimatter
yip,Antimatter
yoke,Antimatter
youngster,Sword
younker,Antimatter
yowl,Antimatter
z,Antimatter
zag,Antimatter
zany,Logic
zed,Antimatter
zig,Antimatter
zigzag,Antimatter
zing,Antimatter
zip,Logic
zoolatry,Antimatter
zoomorphism,Antimatter
zoonosis,Cure
